context,target,generated_response,bleu-2,rouge-l
"Assistant: Hello though, how has life been treating you lately? 
User: It's been a pretty crazy year. I'm mostly bummed because of my work. 
Assistant: It has been a really weird year hasn't it? Don't worry, I think it's been the same for all of us. Would you like to tell me more details? 
User: Sure, when covid hit my company did a round of layoffs and also cut everyone else's pay by 10%... I was bummed but I kind of understood because I knew our business would be impacted by closures. I found out recently that my boss (the VP) is intentionally making our impact seem worse so he can keep our salaries reduced and overall cost lower so that he can get a higher bonus next year.

Assistant: That really sucks! I can understand why you are angry and anxious about this and you have every right to be! 

Assistant: ",Are there any official routes that you can use to complain?, Do you think you will be getting a promotion? ,0.0298,0.1053
"User: Sure, when covid hit my company did a round of layoffs and also cut everyone else's pay by 10%... I was bummed but I kind of understood because I knew our business would be impacted by closures. I found out recently that my boss (the VP) is intentionally making our impact seem worse so he can keep our salaries reduced and overall cost lower so that he can get a higher bonus next year.

Assistant: That really sucks! I can understand why you are angry and anxious about this and you have every right to be! 

Assistant: Are there any official routes that you can use to complain? 
User: I work in supply chain and I see the actual sales numbers and realized 4 months ago that we were actually on track to exceed our plans, even with the covid reductions. a few weeks later I heard him tell our sales director to keep the numbers artificially low so that they will both get their bonuses

User: I don't think so... He's the VP there isn't anyone I can go to above him
Assistant: ",That is genuinely unfair. Have you looked into getting free - or low cost at least - advice about making a formal complaint?, I think that you should just write to him and tell him that you feel that he is making a false report to him and that this is affecting the whole company. ,0.0635,0.1739
"Assistant: That really sucks! I can understand why you are angry and anxious about this and you have every right to be! 

Assistant: Are there any official routes that you can use to complain? 
User: I work in supply chain and I see the actual sales numbers and realized 4 months ago that we were actually on track to exceed our plans, even with the covid reductions. a few weeks later I heard him tell our sales director to keep the numbers artificially low so that they will both get their bonuses

User: I don't think so... He's the VP there isn't anyone I can go to above him
Assistant: That is genuinely unfair. Have you looked into getting free - or low cost at least - advice about making a formal complaint? 

Assistant: ",It really should not be legal for your boss to be taking advantage of workers like this, Is he the one who is making the numbers look bad? I am not sure that he should be given the option to change the numbers - I am not sure that he should be making such decisions. ,0.0189,0.1463
"User: I work in supply chain and I see the actual sales numbers and realized 4 months ago that we were actually on track to exceed our plans, even with the covid reductions. a few weeks later I heard him tell our sales director to keep the numbers artificially low so that they will both get their bonuses

User: I don't think so... He's the VP there isn't anyone I can go to above him
Assistant: That is genuinely unfair. Have you looked into getting free - or low cost at least - advice about making a formal complaint? 

Assistant: It really should not be legal for your boss to be taking advantage of workers like this 
User: I don't know if it is or not... I used my EAP benefit through work where you can talk to a councilor for free (5 visits) and they said that it's unfortunate but they didn't think it was illegal. 
Assistant: ","I am very sorry to hear that, that sounds extremely unfair to me. Have you considered looking for another job? I realise it's a very difficult time to be looking for work right now though", I think that it is likely to be legal but you might be able to take it to your local Citizen's Advice Bureau too ,0.0712,0.1633
"Assistant: It really should not be legal for your boss to be taking advantage of workers like this 
User: I don't know if it is or not... I used my EAP benefit through work where you can talk to a councilor for free (5 visits) and they said that it's unfortunate but they didn't think it was illegal. 
Assistant: I am very sorry to hear that, that sounds extremely unfair to me. Have you considered looking for another job? I realise it's a very difficult time to be looking for work right now though 
User: yeah, it's tough.. I don't know if anyone is hiring. because of the timing like you mentioned. 
User: I've looked a little bit though

Assistant: ",I really can't wait for this year to be over! It's been so awful. Do you suppose anyone at all has had a good year?," I think you have done a good job in the circumstances. It is not easy to be in this position right now, I am sorry to hear that. ",0.1361,0.2353
"Assistant: I am very sorry to hear that, that sounds extremely unfair to me. Have you considered looking for another job? I realise it's a very difficult time to be looking for work right now though 
User: yeah, it's tough.. I don't know if anyone is hiring. because of the timing like you mentioned. 
User: I've looked a little bit though

Assistant: I really can't wait for this year to be over! It's been so awful. Do you suppose anyone at all has had a good year? 
User: haha I don't know... I'm sure someone has... heck the VP is getting a Bonus... so I'm sure he'd say he's having a good year

Assistant: ",Well yes fair point! Us poorer people are not doing very well though!," I am really sorry to hear that, I wish you all the best of luck. ",0,0.0
"User: yeah, it's tough.. I don't know if anyone is hiring. because of the timing like you mentioned. 
User: I've looked a little bit though

Assistant: I really can't wait for this year to be over! It's been so awful. Do you suppose anyone at all has had a good year? 
User: haha I don't know... I'm sure someone has... heck the VP is getting a Bonus... so I'm sure he'd say he's having a good year

Assistant: Well yes fair point! Us poorer people are not doing very well though! 
Assistant: ",Have you tried to talk with any of your coworkers about this? I would suggest that it might help., I would be surprised if he didn't! ,0.0393,0.1538
"User: haha I don't know... I'm sure someone has... heck the VP is getting a Bonus... so I'm sure he'd say he's having a good year

Assistant: Well yes fair point! Us poorer people are not doing very well though! 
Assistant: Have you tried to talk with any of your coworkers about this? I would suggest that it might help. 
User: Amen. 

User: That's a good call, I've got a work buddy who I feel somewhat comfortable talking with. I may try and reach out to him

Assistant: ",I really think you should. You have a legitimate grievance and being able to discuss it with people who understand might help a lot., I think that's a great idea and I hope you have some success with it. ,0.0317,0.3158
"Assistant: Have you tried to talk with any of your coworkers about this? I would suggest that it might help. 
User: Amen. 

User: That's a good call, I've got a work buddy who I feel somewhat comfortable talking with. I may try and reach out to him

Assistant: I really think you should. You have a legitimate grievance and being able to discuss it with people who understand might help a lot. 
User: I feel a little guilty about sharing what I know because I almost feel like ignorance is bliss at this point. But then I feel guilty for keeping that info

Assistant: ",I feel that people have the right to know what is being done and will be happy you told them., I understand that feeling. I think you should just try to be honest. ,0.033,0.2424
"User: That's a good call, I've got a work buddy who I feel somewhat comfortable talking with. I may try and reach out to him

Assistant: I really think you should. You have a legitimate grievance and being able to discuss it with people who understand might help a lot. 
User: I feel a little guilty about sharing what I know because I almost feel like ignorance is bliss at this point. But then I feel guilty for keeping that info

Assistant: I feel that people have the right to know what is being done and will be happy you told them. 
User: I agree and I think you're right. I appreciate you chatting with me about this 

Assistant: ",You are very welcome. I hope I have been able to be of some help to you and you will continue to talk to other people about it., I hope you can find the resolution you are looking for. I hope you can get the things you want in your life. ,0.0876,0.2
Assistant: ,hi..how are you today..What is it you want to talk about today?," hello there, how are you feeling at the moment? ",0.1194,0.2727
"Assistant: hi..how are you today..What is it you want to talk about today?

User: Hi..Iam doing good..iam feeling very sad about breaking up with my girlfriend
Assistant: ",Oh I can understand..when did the break up happened.., Breakup is so difficult to handle..I understand you are feeling very sad about it..,0,0.16
"Assistant: hi..how are you today..What is it you want to talk about today?

User: Hi..Iam doing good..iam feeling very sad about breaking up with my girlfriend
Assistant: Oh I can understand..when did the break up happened..
User: A month ago and still iam not able to come out if sadness.
Assistant: ",Oh Do you want me to suggest some ideas of overcoming sadness in my life.., That is really tough..I can feel how you are feeling..,0.0202,0.0769
"User: Hi..Iam doing good..iam feeling very sad about breaking up with my girlfriend
Assistant: Oh I can understand..when did the break up happened..
User: A month ago and still iam not able to come out if sadness.
Assistant: Oh Do you want me to suggest some ideas of overcoming sadness in my life..
User: Yes i would love to hear them
Assistant: ",Did you try talking to friends and relatives..this helps a lot..," First, you need to accept the fact that it was not a good relationship and you were better off with her..",0.0309,0.25
"User: A month ago and still iam not able to come out if sadness.
Assistant: Oh Do you want me to suggest some ideas of overcoming sadness in my life..
User: Yes i would love to hear them
Assistant: Did you try talking to friends and relatives..this helps a lot..
User: yeah I will try that but Iam very embarrassed to talk about my breakup to my friends..
Assistant: ",Dont worry..I myself went through the same and talking to friends helped me a lot.., I can understand your problem..I had to do same thing..I was scared to talk to my friends..,0.0271,0.1935
"User: Yes i would love to hear them
Assistant: Did you try talking to friends and relatives..this helps a lot..
User: yeah I will try that but Iam very embarrassed to talk about my breakup to my friends..
Assistant: Dont worry..I myself went through the same and talking to friends helped me a lot..
User: Yeah i will try to find some friends..do you have any other ways..
Assistant: ",You can try some online forums to people who are facing the same type of issues.., You can talk to your family members or close ones..,0.1002,0.2308
"User: yeah I will try that but Iam very embarrassed to talk about my breakup to my friends..
Assistant: Dont worry..I myself went through the same and talking to friends helped me a lot..
User: Yeah i will try to find some friends..do you have any other ways..
Assistant: You can try some online forums to people who are facing the same type of issues..
User: Are they beneficial in overcoming to the hardest feelings..
Assistant: ",ofcourse they are very useful..I myself went to long walks and it helped me a lot," Yes, they are..and I am also a part of them..",0.0259,0.2857
"User: Yeah i will try to find some friends..do you have any other ways..
Assistant: You can try some online forums to people who are facing the same type of issues..
User: Are they beneficial in overcoming to the hardest feelings..
Assistant: ofcourse they are very useful..I myself went to long walks and it helped me a lot 
User: Is considering counselling a better option?
Assistant: ","Try other strategies first,if you dont find them helpful and if you can afford a counsellor,then you can try going for therapy.", I would say yes..it is best to go to a professional counsellor..,0.012,0.0645
"User: Are they beneficial in overcoming to the hardest feelings..
Assistant: ofcourse they are very useful..I myself went to long walks and it helped me a lot 
User: Is considering counselling a better option?
Assistant: Try other strategies first,if you dont find them helpful and if you can afford a counsellor,then you can try going for therapy.
User: I didnt know counselling is very expensive.are there any low cost options?
Assistant: ",Yeah there atre some NGO s that can offer low cost counselling.You can try them.I myself tried those and found them very useful., I have seen many people at my place go for counselling at a low cost..it is really helpful..,0.0137,0.1463
"User: Is considering counselling a better option?
Assistant: Try other strategies first,if you dont find them helpful and if you can afford a counsellor,then you can try going for therapy.
User: I didnt know counselling is very expensive.are there any low cost options?
Assistant: Yeah there atre some NGO s that can offer low cost counselling.You can try them.I myself tried those and found them very useful.
User: Oh I was not aware of the options about the low cost counselling.Thank you..

Assistant: ",You are very welcome..I hope you feel better soon.., No worries.I am glad I was able to help you in some way.,0.0253,0.1739
"User: I didnt know counselling is very expensive.are there any low cost options?
Assistant: Yeah there atre some NGO s that can offer low cost counselling.You can try them.I myself tried those and found them very useful.
User: Oh I was not aware of the options about the low cost counselling.Thank you..

Assistant: You are very welcome..I hope you feel better soon..
User: Thank you for the reassurance..I appreciate it..
Assistant: ",Is there any thing else I can help you with?, Is there anything else I can help you with?,0.7306,0.8421
"User: Oh I was not aware of the options about the low cost counselling.Thank you..

Assistant: You are very welcome..I hope you feel better soon..
User: Thank you for the reassurance..I appreciate it..
Assistant: Is there any thing else I can help you with?
User: No thank you..you are very helpful..bye
Assistant: ",bye.., You are welcome.. Good luck to you..,0,0.0
"User: I'm so anxious. I'm losing my job at the end of the month and I don't know how my resume is going to hold up with so many other people looking for work too!

Assistant: ",I can understand why you would feel this way. Maybe you should try to take a step back and reassess the situation., I can understand why you feel anxious about this. ,0.1362,0.4516
"User: I'm so anxious. I'm losing my job at the end of the month and I don't know how my resume is going to hold up with so many other people looking for work too!

Assistant: I can understand why you would feel this way. Maybe you should try to take a step back and reassess the situation.

User: Maybe, but it's hard to feel like there is another way to approach it. There's so many people struggling. It's all so sad and scary right now.
Assistant: ","It may be a good time to go over your resume, making sure to fine tune all of your achievements and qualifications. This may help ease some of your worries and fears."," It is very sad right now, but things will get better in the future. Maybe you can try to find another job soon?
",0.0134,0.0816
"Assistant: I can understand why you would feel this way. Maybe you should try to take a step back and reassess the situation.

User: Maybe, but it's hard to feel like there is another way to approach it. There's so many people struggling. It's all so sad and scary right now.
Assistant: It may be a good time to go over your resume, making sure to fine tune all of your achievements and qualifications. This may help ease some of your worries and fears.
User: Wow, that's a great idea. 

User: Hmm. But what if I spend the fee to get my resume looked at  but then don't land a job? Wouldn't it be better to save the money and hedge my bets?

Assistant: ",It seems that you are mixed up in the decision to put in extra funds in a professional resume polish or use your time and energy instead of actual financial means. Is that right?," It seems like you are afraid that you may not get a job, but I think that there is always a way to get one. ",0.1395,0.2264
"Assistant: It may be a good time to go over your resume, making sure to fine tune all of your achievements and qualifications. This may help ease some of your worries and fears.
User: Wow, that's a great idea. 

User: Hmm. But what if I spend the fee to get my resume looked at  but then don't land a job? Wouldn't it be better to save the money and hedge my bets?

Assistant:  It seems that you are mixed up in the decision to put in extra funds in a professional resume polish or use your time and energy instead of actual financial means. Is that right?

User: Exactly. I'm anxious that if I don't get professional help I won't land a job but then on the other hand I'm anxious that if I don't get a job I'll have needed the savings. 

Assistant: ","Perhaps you should speak to a trusted mentor or a closed loved one and seek their opinion. Often, we need someone outside of the actual situation that can give us great advice."," I understand the dilemma you are in. What I would recommend is taking the extra time to write out a resume on your own and then having a friend, relative, or mentor take a look at it to make sure it's up to standard. This will also help you get comfortable with the resume and the resume writing process.",0.0153,0.1538
"User: Hmm. But what if I spend the fee to get my resume looked at  but then don't land a job? Wouldn't it be better to save the money and hedge my bets?

Assistant:  It seems that you are mixed up in the decision to put in extra funds in a professional resume polish or use your time and energy instead of actual financial means. Is that right?

User: Exactly. I'm anxious that if I don't get professional help I won't land a job but then on the other hand I'm anxious that if I don't get a job I'll have needed the savings. 

Assistant: Perhaps you should speak to a trusted mentor or a closed loved one and seek their opinion. Often, we need someone outside of the actual situation that can give us great advice. 

User: That's a good idea too. Maybe even someone who recently changed jobs can give me some interview tips! -Even if I get the interview I know I'm going to be anxious about that!
Assistant: ","I understand we can all feel anxious during an interview, but remember what great qualities you can bring to the table and believe in yourself!"," Yes, you can ask them to give you advice about the interview. They have been through it too. 
",0.0775,0.1905
"User: Exactly. I'm anxious that if I don't get professional help I won't land a job but then on the other hand I'm anxious that if I don't get a job I'll have needed the savings. 

Assistant: Perhaps you should speak to a trusted mentor or a closed loved one and seek their opinion. Often, we need someone outside of the actual situation that can give us great advice. 

User: That's a good idea too. Maybe even someone who recently changed jobs can give me some interview tips! -Even if I get the interview I know I'm going to be anxious about that!
Assistant: I understand we can all feel anxious during an interview, but remember what great qualities you can bring to the table and believe in yourself!

User: I'll try! Thank you so much for the advice!

Assistant: ","Also, there are many online resources that are great at finding available jobs and require your time and effort, but not any money invested. This might be a good tool as well!"," You're welcome! I'm glad I was able to help. If you ever need anything else, I'm here to help!",0,0.0
"User: That's a good idea too. Maybe even someone who recently changed jobs can give me some interview tips! -Even if I get the interview I know I'm going to be anxious about that!
Assistant: I understand we can all feel anxious during an interview, but remember what great qualities you can bring to the table and believe in yourself!

User: I'll try! Thank you so much for the advice!

Assistant: Also, there are many online resources that are great at finding available jobs and require your time and effort, but not any money invested. This might be a good tool as well!
User: That's very true. Maybe I'll get started on that tonight.

Assistant: ",I hope so. I've also been in a similar situation so I can completely understand your feelings., I've been using it to look for jobs and I love it!,0.0314,0.2222
"Assistant: I understand we can all feel anxious during an interview, but remember what great qualities you can bring to the table and believe in yourself!

User: I'll try! Thank you so much for the advice!

Assistant: Also, there are many online resources that are great at finding available jobs and require your time and effort, but not any money invested. This might be a good tool as well!
User: That's very true. Maybe I'll get started on that tonight.

Assistant: I hope so. I've also been in a similar situation so I can completely understand your feelings.
Assistant: ","Keep in mind there are also resume sites that are free to use, as I know you are concerned about the financial part in that area."," Also, there are great online job search sites that have a lot of information and help with resumes and cover letters as well.",0.1234,0.2273
"Assistant: Also, there are many online resources that are great at finding available jobs and require your time and effort, but not any money invested. This might be a good tool as well!
User: That's very true. Maybe I'll get started on that tonight.

Assistant: I hope so. I've also been in a similar situation so I can completely understand your feelings.
Assistant: Keep in mind there are also resume sites that are free to use, as I know you are concerned about the financial part in that area. 
User: That's nice to hear! Sometimes it feels like I'm being dramatic. I really appreciate your thoughts, having an action plan really helps me feel less anxious. Thank you.
Assistant: ",Can I help with anything else?, You are more than welcome. I am glad I could help!,0.0302,0.125
"Assistant: I hope so. I've also been in a similar situation so I can completely understand your feelings.
Assistant: Keep in mind there are also resume sites that are free to use, as I know you are concerned about the financial part in that area. 
User: That's nice to hear! Sometimes it feels like I'm being dramatic. I really appreciate your thoughts, having an action plan really helps me feel less anxious. Thank you.
Assistant: Can I help with anything else?
User: I don't think so. I already feel excited to get started looking at those resources and tweaking my achievements. 

Assistant: ",Your feelings are completely valid and I wish you the best. You got this!, I'm glad to hear that. I know you can do it. You have the desire and the motivation.,0.0404,0.3226
"User: Hello. 

User: I am so worried about losing my job.

Assistant: ",Hello! How are you today?," I am so sorry to hear that. I have heard of many people losing their jobs due to the pandemic. 
",0,0.0
"User: Hello. 

User: I am so worried about losing my job.

Assistant: Hello! How are you today?
Assistant: ",You are feeling anxious about the future?, I am sorry to hear that. Why do you think you may lose your job?,0,0.0
"User: Hello. 

User: I am so worried about losing my job.

Assistant: Hello! How are you today?
Assistant: You are feeling anxious about the future?

User: I am doing so-so. I just found out that my company was going to be using the new round of the paycheck protection from the stimulus to pay us. Now that didn't get afford and I think we will be laid off on Monday. 
Assistant: ",Ok. You are making some assumptions on information you have about your company. Remember that you may not know the whole story., Oh no! I'm sorry to hear that.,0,0.0714
"User: I am so worried about losing my job.

Assistant: Hello! How are you today?
Assistant: You are feeling anxious about the future?

User: I am doing so-so. I just found out that my company was going to be using the new round of the paycheck protection from the stimulus to pay us. Now that didn't get afford and I think we will be laid off on Monday. 
Assistant: Ok. You are making some assumptions on information you have about your company. Remember that you may not know the whole story. 
Assistant: ","I, too, have made assumptions that affection my outlook and caused anxiety.", I had similar worries about losing my job. ,0.0256,0.0952
"Assistant: Hello! How are you today?
Assistant: You are feeling anxious about the future?

User: I am doing so-so. I just found out that my company was going to be using the new round of the paycheck protection from the stimulus to pay us. Now that didn't get afford and I think we will be laid off on Monday. 
Assistant: Ok. You are making some assumptions on information you have about your company. Remember that you may not know the whole story. 
Assistant: I, too, have made assumptions that affection my outlook and caused anxiety.

Assistant: ",My assumptions were often wrong., I know that it can be difficult to accept that. I know that I was scared that my job would be taken away and that I would be laid off. ,0,0.0
"User: I am doing so-so. I just found out that my company was going to be using the new round of the paycheck protection from the stimulus to pay us. Now that didn't get afford and I think we will be laid off on Monday. 
Assistant: Ok. You are making some assumptions on information you have about your company. Remember that you may not know the whole story. 
Assistant: I, too, have made assumptions that affection my outlook and caused anxiety.

Assistant: My assumptions were often wrong. 
User: Well they sent out a email letting us know of the situation. SO I am also sure it is going to happen. I'm not sure how to let my family know. 
Assistant: ","Ok. Have you thought about a plan? When you tell your family, it may help to state your planned actions. This may help with feelings of uncertainty, both theirs and yours.", I would call them and let them know that you were aware and that you were not happy about the situation and would like to explore your options. ,0.0253,0.1633
"Assistant: Ok. You are making some assumptions on information you have about your company. Remember that you may not know the whole story. 
Assistant: I, too, have made assumptions that affection my outlook and caused anxiety.

Assistant: My assumptions were often wrong. 
User: Well they sent out a email letting us know of the situation. SO I am also sure it is going to happen. I'm not sure how to let my family know. 
Assistant: Ok. Have you thought about a plan? When you tell your family, it may help to state your planned actions. This may help with feelings of uncertainty, both theirs and yours.

Assistant: ","When I have been in a similar situation, I started reaching out to my network of friends and coworkers before I was let go."," I have found that if I plan out what I am going to say to my family, I can speak with them with confidence and calmness.",0.1569,0.2326
"Assistant: My assumptions were often wrong. 
User: Well they sent out a email letting us know of the situation. SO I am also sure it is going to happen. I'm not sure how to let my family know. 
Assistant: Ok. Have you thought about a plan? When you tell your family, it may help to state your planned actions. This may help with feelings of uncertainty, both theirs and yours.

Assistant: When I have been in a similar situation, I started reaching out to my network of friends and coworkers before I was let go.
User: Yea I just hate to do it today or tomorrow with it being Christmas. We do have a saving so that is good. But it will only last about 2 months. 
Assistant: ","I know. This is the worst time of year for this news. Surprisingly, it happens very often.", I understand how hard it is to think about this. You are taking a step forward by thinking about it.,0.0281,0.2286
"User: Well they sent out a email letting us know of the situation. SO I am also sure it is going to happen. I'm not sure how to let my family know. 
Assistant: Ok. Have you thought about a plan? When you tell your family, it may help to state your planned actions. This may help with feelings of uncertainty, both theirs and yours.

Assistant: When I have been in a similar situation, I started reaching out to my network of friends and coworkers before I was let go.
User: Yea I just hate to do it today or tomorrow with it being Christmas. We do have a saving so that is good. But it will only last about 2 months. 
Assistant: I know. This is the worst time of year for this news. Surprisingly, it happens very often.
Assistant: ",Having 2 months of savings is FANTASTIC! More than most people.," But it will only last about 2 months. I think that's a good thing. It's the worst time of year, so it's a good thing it's going to end soon.",0.0152,0.1622
"Assistant: When I have been in a similar situation, I started reaching out to my network of friends and coworkers before I was let go.
User: Yea I just hate to do it today or tomorrow with it being Christmas. We do have a saving so that is good. But it will only last about 2 months. 
Assistant: I know. This is the worst time of year for this news. Surprisingly, it happens very often.
Assistant: Having 2 months of savings is FANTASTIC! More than most people. 
User: Yea. We have been saving snice the start of Covid. I knew this day would come it just hard at this time. 
Assistant: ",Do you anticipate any roadblocks to finding new employment in your industry?, Do you have any family in the area? I can understand how anxious you are. ,0.138,0.2963
"User: Yea I just hate to do it today or tomorrow with it being Christmas. We do have a saving so that is good. But it will only last about 2 months. 
Assistant: I know. This is the worst time of year for this news. Surprisingly, it happens very often.
Assistant: Having 2 months of savings is FANTASTIC! More than most people. 
User: Yea. We have been saving snice the start of Covid. I knew this day would come it just hard at this time. 
Assistant: Do you anticipate any roadblocks to finding new employment in your industry?

Assistant: ",I understand your feelings. The holidays are a joyous time. No place for uncertainty.," I know it's tough, but you have the tools to get through this.",0.0234,0.0741
"User: Yea. We have been saving snice the start of Covid. I knew this day would come it just hard at this time. 
Assistant: Do you anticipate any roadblocks to finding new employment in your industry?

Assistant: I understand your feelings. The holidays are a joyous time. No place for uncertainty.
User: In my area yes. I can find some in bigger cities but I don't want to move.

User: Yes Christmas is my families favorite time for sure.

Assistant: ","Do you think that outlining a plan of action, and sharing that with your family will help turn this around a bit? Perhaps, think about as looking forward to a better opportunity in your future?", Have you tried looking for jobs online?,0.0013,0.1081
"Assistant: I understand your feelings. The holidays are a joyous time. No place for uncertainty.
User: In my area yes. I can find some in bigger cities but I don't want to move.

User: Yes Christmas is my families favorite time for sure.

Assistant: Do you think that outlining a plan of action, and sharing that with your family will help turn this around a bit? Perhaps, think about as looking forward to a better opportunity in your future?
User: Yes I am thinking on Sunday would be good and maybe by gods help we will have a stimulus deal. 
Assistant: ","The stimulus has helped a lot of people get through this tough time. Sounds like you will feel much more secure knowing that you will have some income, and not have to use your savings that you worked so hard for.", I'm not sure about the exact details of the stimulus deal. It's good that you are thinking about this.,0.038,0.1887
"User: Yes Christmas is my families favorite time for sure.

Assistant: Do you think that outlining a plan of action, and sharing that with your family will help turn this around a bit? Perhaps, think about as looking forward to a better opportunity in your future?
User: Yes I am thinking on Sunday would be good and maybe by gods help we will have a stimulus deal. 
Assistant: The stimulus has helped a lot of people get through this tough time. Sounds like you will feel much more secure knowing that you will have some income, and not have to use your savings that you worked so hard for.
User: Yes and that will allow me to keep working as well. Which I want to do. I love my job.
Assistant: ","It's a wonderful thing to love your job. I love mine, as well, and would feel bad if it were put at risk."," I'm so glad to hear that. It's wonderful to be able to do a job that one enjoys, and that pays for it.",0.0314,0.2927
"User: Yes I am thinking on Sunday would be good and maybe by gods help we will have a stimulus deal. 
Assistant: The stimulus has helped a lot of people get through this tough time. Sounds like you will feel much more secure knowing that you will have some income, and not have to use your savings that you worked so hard for.
User: Yes and that will allow me to keep working as well. Which I want to do. I love my job.
Assistant: It's a wonderful thing to love your job. I love mine, as well, and would feel bad if it were put at risk.
User: Thanks I'm so glad I was able to chat with you. I feel so much better already. 
Assistant: ","Your hard work and savings will get you through, no matter what happens or the gods decree. You have demonstrated that you can take care of yourself and your family.", I'm glad to be able to help. I hope that you feel better too.,0.0334,0.0976
"User: Yes and that will allow me to keep working as well. Which I want to do. I love my job.
Assistant: It's a wonderful thing to love your job. I love mine, as well, and would feel bad if it were put at risk.
User: Thanks I'm so glad I was able to chat with you. I feel so much better already. 
Assistant: Your hard work and savings will get you through, no matter what happens or the gods decree. You have demonstrated that you can take care of yourself and your family.
User: Thank you. So much for your help and kind words. You saved my Christmas spirt.

Assistant: ","I can say that many friends of mine have found new jobs, most have left their old ones willingly for new opportunities. There are out there."," I'm glad to hear that. I've been a little low lately myself, so I'm glad to know that you are doing well.",0.0173,0.0952
"Assistant: Your hard work and savings will get you through, no matter what happens or the gods decree. You have demonstrated that you can take care of yourself and your family.
User: Thank you. So much for your help and kind words. You saved my Christmas spirt.

Assistant: I can say that many friends of mine have found new jobs, most have left their old ones willingly for new opportunities. There are out there.
User: I may start looking on Monday to see what's out there
User: Have a Merry Christmas!!

Assistant: ","Consider making your plan of action, regardless of what happens with the stimulus. THis is an unprecedented time. There may be ways to...use it to your advantage.", I am glad to hear it.,0.0017,0.0645
"User: Thank you. So much for your help and kind words. You saved my Christmas spirt.

Assistant: I can say that many friends of mine have found new jobs, most have left their old ones willingly for new opportunities. There are out there.
User: I may start looking on Monday to see what's out there
User: Have a Merry Christmas!!

Assistant: Consider making your plan of action, regardless of what happens with the stimulus. THis is an unprecedented time. There may be ways to...use it to your advantage.

Assistant: ","You, too. Thank you, and take care :-)", Merry Christmas!,0,0.0
Assistant: ,"Hi, what I can help you with today?"," Hello there, how are you feeling today?",0.0598,0.2667
"Assistant: Hi, what I can help you with today?
User: Hi

User: I had problems in the past and somehow right now

Assistant: ",What sort of problems were in your past and now?, It sounds like you are having problems in the past and right now. Is that correct?,0.1291,0.3077
"Assistant: Hi, what I can help you with today?
User: Hi

User: I had problems in the past and somehow right now

Assistant: What sort of problems were in your past and now?

User: I loved physics and I decided to attend university, but soon after I slowly lost my interest and became unmotivated

Assistant: ",What was happening in your life that made you lose interest?," Well, I think that many people have similar problems with that. 
",0.0302,0.0909
"Assistant: What sort of problems were in your past and now?

User: I loved physics and I decided to attend university, but soon after I slowly lost my interest and became unmotivated

Assistant: What was happening in your life that made you lose interest?
User: Actually the professors and the class atmosphere was the reason, and of course the quality of teaching

User: so I started to skipping the classes and failing

Assistant: ",It sounds like that is a lot of reasons to be stressed. Have you spoken to a school counselor?, I understand. It's hard to keep motivation when you don't feel like you're being taught by the best.,0.0296,0.0571
"User: Actually the professors and the class atmosphere was the reason, and of course the quality of teaching

User: so I started to skipping the classes and failing

Assistant: It sounds like that is a lot of reasons to be stressed. Have you spoken to a school counselor?

User: Yes lots of stress and pressure. I did not, because we didn't have such things or at least I wasn't aware

User: But nobody even pointed that why I'm failing, they just didn't care

Assistant: ","I agree it is a lot of pressure, but do not let bad teachers deter you. I would reach out to a school counselor and let them know your situation. Every school must have one.", That is a problem. I would recommend seeing a counselor. I have found they are a great resource.,0.0832,0.2609
"User: so I started to skipping the classes and failing

Assistant: It sounds like that is a lot of reasons to be stressed. Have you spoken to a school counselor?

User: Yes lots of stress and pressure. I did not, because we didn't have such things or at least I wasn't aware

User: But nobody even pointed that why I'm failing, they just didn't care

Assistant: I agree it is a lot of pressure, but do not let bad teachers deter you. I would reach out to a school counselor and let them know your situation. Every school must have one. 
Assistant: ","Also, physics is a difficult course to study, but if you chose it, that means you have a very strong mind.", You seem to be very motivated to get better.,0.0139,0.1481
"User: But nobody even pointed that why I'm failing, they just didn't care

Assistant: I agree it is a lot of pressure, but do not let bad teachers deter you. I would reach out to a school counselor and let them know your situation. Every school must have one. 
Assistant: Also, physics is a difficult course to study, but if you chose it, that means you have a very strong mind. 
User: I loved physics a lot more than now, but what's the point of studying when the teachers are pulsing you not to study! (because of the quality of teaching)

User: I hope there was someone, but I don't think we have a counselor

Assistant: ","More reason to speak to a school counselor or school administrator. We need to provide help to students, not have bad teachers deter them.", I can understand that. I would be very surprised if your school did not have a counselor. ,0.0803,0.2162
"Assistant: Also, physics is a difficult course to study, but if you chose it, that means you have a very strong mind. 
User: I loved physics a lot more than now, but what's the point of studying when the teachers are pulsing you not to study! (because of the quality of teaching)

User: I hope there was someone, but I don't think we have a counselor

Assistant: More reason to speak to a school counselor or school administrator. We need to provide help to students, not have bad teachers deter them. 
User: Yeah, same with me! I wish I could attend a better univeristy

Assistant: ",What made you choose this particular university you are at?, We need to keep a positive attitude and not let the negative comments affect us. ,0,0.0
"User: I hope there was someone, but I don't think we have a counselor

Assistant: More reason to speak to a school counselor or school administrator. We need to provide help to students, not have bad teachers deter them. 
User: Yeah, same with me! I wish I could attend a better univeristy

Assistant: What made you choose this particular university you are at?
User: I didn't have another choice but this

Assistant: ",Have you looked into other Universities for the possibility of transferring, I understand that. It would help to go back and reevaluate your school. I am sure they would be glad to provide some guidance. ,0,0.0
