context,target,generated_response,bleu-2,rouge-l
"Assistant: I can tell that you really have deep reservations and know deep down that this is not a healthy place for you to be 
Assistant: Is he aware that this happened? 
User: yes when it comes down to it

User: he suspected it happened

User: his friend asked the one i slept with if it was true. he denied it. so i think he suspected it

Assistant: ",Do you feel guilty about this? ,I would say that is a great first step. ,0,0.0
"User: he suspected it happened

User: his friend asked the one i slept with if it was true. he denied it. so i think he suspected it

Assistant: Do you feel guilty about this? 
User: now that im talking to him i do a little. it felt good at the time like i was getting back at him

User: you can tell this is a very twisted situation

Assistant: ",Do you feel that you want to get revenge on him? ,I think you should try to be kind to yourself. You've been through a lot. ,0.0309,0.16
"Assistant: Do you feel guilty about this? 
User: now that im talking to him i do a little. it felt good at the time like i was getting back at him

User: you can tell this is a very twisted situation

Assistant: Do you feel that you want to get revenge on him? 
User: not really. i just felt that if he stayed with me i wouldn't have slept with his friend and almost did with his other one

Assistant: ",I am not sure what to say that will help your problem and give you closure.,I think that you are feeling guilty for a good reason and that is what matters most. ,0.0429,0.1818
"User: you can tell this is a very twisted situation

Assistant: Do you feel that you want to get revenge on him? 
User: not really. i just felt that if he stayed with me i wouldn't have slept with his friend and almost did with his other one

Assistant: I am not sure what to say that will help your problem and give you closure.
User: thank ya for listening. i think it'll clarify itself in time

Assistant: ",I hope so and I really do hope for the best for you. These are difficult times for all of us! ,I think that it will. You can't just walk away from someone you love and expect them to change. ,0.0218,0.1081
"User: Hello
Assistant: ",Hello how are you feeling today?,"Hi, how are you today?",0.5178,0.7273
"User: Hello
Assistant: Hello how are you feeling today?
User: Well. Not so good i just broke up with my girlfriend and she is packing her stuff to leave
User: How are you doing?
Assistant: ",I am very sorry to hear that. Breakups can be rough. I'm great! Thanks for asking. Was this a mutual agreement?,"Oh I am sorry to hear that, that must be hard for you. How long were you together?",0.2218,0.4211
"User: How are you doing?
Assistant: I am very sorry to hear that. Breakups can be rough. I'm great! Thanks for asking. Was this a mutual agreement?
User: Well technically it was a mutual agreement but i feel like I dont want this to happen
User: So what are you up to?
User: Hello? Are you there?
Assistant: ",Was there a reasoning behind your decision? Sometimes we let our anger and emotions make our decisions for us.,I'm sorry to hear that. I am sorry to hear that. I'm working on a project and you?,0.0242,0.129
"User: So what are you up to?
User: Hello? Are you there?
Assistant: Was there a reasoning behind your decision? Sometimes we let our anger and emotions make our decisions for us.
User: Well. Basically all started for jealousy and she saw a couple of text messages of my best friend and she misunderstood the conversation and since then its not the same. 
User: She doesnt trust me 
Assistant: ",I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with. ,I'm sorry you had to go through that. I've been in similar situations. I know how hard it is to trust someone after that.,0.0109,0.2045
"User: She doesnt trust me 
Assistant: I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with. 
User: I tried in many way to help her with that and proving her that my feelings toward her was pure. I basically stop talking to my best friend to gain her confidence. But it did not work
User: So it got to the point that nothing was the same
User: So she decided to move away and gave us some spaces and think this out
Assistant: ",How long have you two been together? Sometimes moving on from a relationship and staying single from some time can give you time to reflect and work on yourself for yourself. You never know the two of you might come back together stronger than before cause space might be all that your relationship needs at this moment.,"I see, so you tried everything you could to help her but it didn't work out. ",0.0031,0.0952
"Assistant: I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with. 
User: I tried in many way to help her with that and proving her that my feelings toward her was pure. I basically stop talking to my best friend to gain her confidence. But it did not work
User: So it got to the point that nothing was the same
User: So she decided to move away and gave us some spaces and think this out
Assistant: How long have you two been together? Sometimes moving on from a relationship and staying single from some time can give you time to reflect and work on yourself for yourself. You never know the two of you might come back together stronger than before cause space might be all that your relationship needs at this moment.
Assistant: ",I know this might be so tough for you but l want you to know that you are never alone and you can do this. Maybe read a new book or pick up a new hobby for the time being.,I know it's hard but I know you can do it!,0.0313,0.2927
"Assistant: I know this might be so tough for you but l want you to know that you are never alone and you can do this. Maybe read a new book or pick up a new hobby for the time being.
User: We were together for two years
User: Im trying my best to go through this
User: I hope so. Thanks for all those words
User: It really helps
Assistant: ",You're doing the right thing by talking to someone about it. We are not meant to be alone in our thoughts because it can be a scary thing. Bottling up emotions is also never good so for you to reach out is very good and the first step to maybe feeling a little better. I've been in your same shoes and trust me it doesn't feel good so just know I am here for you and you can talk to me in confidence.,I am sorry to hear that. But I want you to know that there is a solution to this.,0.0079,0.16
"User: I hope so. Thanks for all those words
User: It really helps
Assistant: You're doing the right thing by talking to someone about it. We are not meant to be alone in our thoughts because it can be a scary thing. Bottling up emotions is also never good so for you to reach out is very good and the first step to maybe feeling a little better. I've been in your same shoes and trust me it doesn't feel good so just know I am here for you and you can talk to me in confidence.
User: Well thank so much. You really help me a lot with every single word
User: Well i have to go. Ill talk to you later
Assistant: ",Absolutely! You have an amazing day and keep you head up!,I am so glad I could be of some help. I am going to give you some suggestions that might help with your anxiety. ,0.0135,0.0645
Assistant: ,"Hello, how are you?
","Hello, how are you today?",0.5477,0.6667
"Assistant: Hello, how are you?

User: I am ok. How do you do
User: Can you help out 
Assistant: ","Great, I am happy to lend a listening ear.",I am doing okay. What would you like to talk about?,0.1651,0.3
"Assistant: Hello, how are you?

User: I am ok. How do you do
User: Can you help out 
Assistant: Great, I am happy to lend a listening ear.
User: Thank you for your concern. 
Assistant: ","Of course, what is bothering you today?",I'm sorry to hear that. ,0,0.0
"User: Can you help out 
Assistant: Great, I am happy to lend a listening ear.
User: Thank you for your concern. 
Assistant: Of course, what is bothering you today?
User: I am worry about my job. Because of pandemic
Assistant: ",Are you worried of losing your job due to COVID-19?,I can understand that. Have you been laid off?,0.0333,0.1053
"User: Thank you for your concern. 
Assistant: Of course, what is bothering you today?
User: I am worry about my job. Because of pandemic
Assistant: Are you worried of losing your job due to COVID-19?
User: yes. absolutely
Assistant: ",I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better.,I understand how you feel. I am a stay at home parent and I am worried about the job security as well.,0.1041,0.2381
"User: I am worry about my job. Because of pandemic
Assistant: Are you worried of losing your job due to COVID-19?
User: yes. absolutely
Assistant: I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better.
User: Ya. I am feeling the same.
Assistant: ",Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income.,Do you have a family member or close friend that you could talk to about your worries?,0.0173,0.1778
"User: yes. absolutely
Assistant: I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better.
User: Ya. I am feeling the same.
Assistant: Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income.
User: Not yet speak. I will try my best to solve this problem
Assistant: ",It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job.,I believe you will find a way to solve this. ,0.0043,0.1364
"User: Ya. I am feeling the same.
Assistant: Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income.
User: Not yet speak. I will try my best to solve this problem
Assistant: It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job.
User: Ok thank you so much for your best time which is spend with me.
Assistant: ",Is there anything else you would like to share with me?,I hope I was able to help you feel a bit better. You are welcome.,0.0309,0.08
"User: Not yet speak. I will try my best to solve this problem
Assistant: It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job.
User: Ok thank you so much for your best time which is spend with me.
Assistant: Is there anything else you would like to share with me?
User: No. thanks
Assistant: ",Please end the conversation if there is nothing left for me to help you with :),It was great talking to you. Have a great rest of your week!,0.0201,0.1429
"User: Ok thank you so much for your best time which is spend with me.
Assistant: Is there anything else you would like to share with me?
User: No. thanks
Assistant: Please end the conversation if there is nothing left for me to help you with :)
User: Ok.
Assistant: ",Happy to work with you :),I hope you have a great day and that things work out for you.,0.0331,0.2105
Assistant: ,"Good evening.
",Hello,0,0.0
"Assistant: Good evening.

User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: ","No problem, what seems to be causing your depression tonight?",I'm doing okay. How can I help you?,0,0.0
"Assistant: Good evening.

User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: No problem, what seems to be causing your depression tonight?
User: i breakup with my childhood lover
Assistant: ","So if I understand correctly you just recently went through a breakup with a longtime partner?
",I'm so sorry to hear that.  I can understand how that must be difficult. ,0.0287,0.1379
"User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: No problem, what seems to be causing your depression tonight?
User: i breakup with my childhood lover
Assistant: So if I understand correctly you just recently went through a breakup with a longtime partner?

User: yes. we are more than lovers .we grown up each other since 11 years .
Assistant: ","From our short chat so far I can tell you are really heartbroken about this break up.
",That is absolutely a very difficult situation to go through. It sounds like you have had a long relationship with him and you have a lot of feelings to process.,0.0107,0.0465
"User: i breakup with my childhood lover
Assistant: So if I understand correctly you just recently went through a breakup with a longtime partner?

User: yes. we are more than lovers .we grown up each other since 11 years .
Assistant: From our short chat so far I can tell you are really heartbroken about this break up.

User: thats hurting me lot .why he loves another girl with lot of money
Assistant: ","I know how hard this is, but I also know you can get through it!
",I can understand how you are feeling. I have been through a similar situation myself.,0.0535,0.2963
"Assistant: From our short chat so far I can tell you are really heartbroken about this break up.

User: thats hurting me lot .why he loves another girl with lot of money
Assistant: I know how hard this is, but I also know you can get through it!

User: yes. i working in good company and earning nice pay , but still he cheated me .
User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: ","I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts. 
 ",What do you think you can do to overcome this?,0,0.0
"User: thats hurting me lot .why he loves another girl with lot of money
Assistant: I know how hard this is, but I also know you can get through it!

User: yes. i working in good company and earning nice pay , but still he cheated me .
User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts. 
 
Assistant: ","Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this, 
","I know it's hard to get through this right now, but you have to keep going and not let this break you down.
",0.078,0.0909
"User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts. 
 
Assistant: Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this, 

User: is it ? how did u overcome from this
User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: ","So what you are saying is that the only reason he left you was because you were not financially stable enough for him.
","I know it can feel like he doesn't care about you, but I think that it is more that he is struggling financially. I had a break up that was very similar and he was going through a tough time financially so he didn't want to lose me. 
",0.0149,0.2034
"Assistant: Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this, 

User: is it ? how did u overcome from this
User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: So what you are saying is that the only reason he left you was because you were not financially stable enough for him.

User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: ","You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!
","I know this is hard, but I would recommend not letting him be the reason you are feeling the way you are.",0.0185,0.0889
"User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: So what you are saying is that the only reason he left you was because you were not financially stable enough for him.

User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: ","Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.
","It's completely understandable that you would have a hard time trusting people, especially if you have been in a toxic relationship before.",0.0169,0.0465
"User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: ","That sounds like really great advice from your mother!
","I would suggest trying to talk to him about it, or at least try to have a conversation about it. If he is willing to try to change his ways, it may be helpful to sit down and have a serious conversation about it.
",0,0.0
"Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: That sounds like really great advice from your mother!

Assistant: ","I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things. 
","It sounds like you have a lot of things going for you, and you are a good person. I hope you are able to find happiness in your life!
",0.086,0.2449
"Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: That sounds like really great advice from your mother!

Assistant: I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things. 

User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: ","It is great to have supportive parents!
","I know it sounds like you are a very strong person to go through all of this, I'm proud of you!
",0.0154,0.0741
"Assistant: That sounds like really great advice from your mother!

Assistant: I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things. 

User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: It is great to have supportive parents!

User: yes will start my reading habit  may it willbe helped me lot
Assistant: ","Good idea
","Yes, reading is a great habit to develop!
",0,0.0
"User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: It is great to have supportive parents!

User: yes will start my reading habit  may it willbe helped me lot
Assistant: Good idea

User: thank you for ur time and support
Assistant: ","You're very welcome! Have a nice night!
",You are welcome,0,0.0
"User: hello
Assistant: ",hi there! how are you doing? ,"Hi, how are you doing?",0.6342,0.7273
"User: hello
Assistant: hi there! how are you doing? 
User: I feel ashamed thinking of my future career
Assistant: ",Can you tell me a little about what you feel ashamed about? ,that's a tough one. What's going on with your career? ,0.0273,0.0952
"User: hello
Assistant: hi there! how are you doing? 
User: I feel ashamed thinking of my future career
Assistant: Can you tell me a little about what you feel ashamed about? 
User: whenever we have family gathering, my aunts and uncles would brag about how much their children make. I have higher degree but will only make half of their salary so I feel bad
Assistant: ","So, you feel that your family is judging you for your earning potential? ",I see. I know how that feels. I also had a similar problem when I was younger. I thought that I was not good enough for my husband. ,0.0163,0.1212
"User: I feel ashamed thinking of my future career
Assistant: Can you tell me a little about what you feel ashamed about? 
User: whenever we have family gathering, my aunts and uncles would brag about how much their children make. I have higher degree but will only make half of their salary so I feel bad
Assistant: So, you feel that your family is judging you for your earning potential? 
User: yes, my parents won't say it to me but they never show they're proud either
Assistant: ",I am very sorry for that. They should be proud that you have such a good degree! ,I hear you. I've been in a similar position. My parents are very proud of my siblings and they feel that I should be proud of myself too. ,0.1361,0.381
"Assistant: So, you feel that your family is judging you for your earning potential? 
User: yes, my parents won't say it to me but they never show they're proud either
Assistant: I am very sorry for that. They should be proud that you have such a good degree! 
User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: ","I think you are coming at this from the wrong perspective. Life is not all about money you know! 
",I would suggest you talk to them about it and see if you can find a middle ground. ,0.0342,0.1667
"Assistant: I am very sorry for that. They should be proud that you have such a good degree! 
User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: ",Do you think that you enjoy your current field even though it is not as well paid as it could be? ,I think you need to try to be realistic. It is impossible to change your circumstances overnight. ,0.0303,0.1765
"User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: ","Do you think that you enjoy your current field even though it is not as well paid as it could be? 
",Are you at least happy enough to have a job? ,0.0111,0.0714
"Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 

User: I enjoy it, I did some internship and it was nice
Assistant: ",I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well. ,"So, you don't really feel that it is lacking financially? ",0.0032,0.1395
"Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 

User: I enjoy it, I did some internship and it was nice
Assistant: I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well. 
User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: ","Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems 
",I think that you need to focus on the fact that you can't control the money that you earn. You can control what you do with it though. ,0.0257,0.1818
"User: I enjoy it, I did some internship and it was nice
Assistant: I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well. 
User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems 

User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: ","Well, if you are not close to them does their opinion really count for so much? 
",You said that you do not really want to talk to them? ,0.0394,0.2222
"User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems 

User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: Well, if you are not close to them does their opinion really count for so much? 

User: it still affects me nonetheless
Assistant: ",I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them ,I understand. I think you should tell them though. ,0.0122,0.25
"User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: Well, if you are not close to them does their opinion really count for so much? 

User: it still affects me nonetheless
Assistant: I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them 
User: thank you for understanding
Assistant: ",You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now. ,You are welcome! ,0.0003,0.1538
"User: it still affects me nonetheless
Assistant: I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them 
User: thank you for understanding
Assistant: You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now. 
User: it's tough when I look around and everyone seems to do better than me
Assistant: ","Do you think that you might benefit from some counselling to help you overcome your self esteem issues? 
",I understand. I am sure that you are doing your best. ,0.0874,0.2222
"User: thank you for understanding
Assistant: You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now. 
User: it's tough when I look around and everyone seems to do better than me
Assistant: Do you think that you might benefit from some counselling to help you overcome your self esteem issues? 

User: I've thought about thaat but I'm not in a financial situation to afford that
Assistant: ",I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional. ,"I understand. There are organisations out there that offer free counselling though, aren't there? ",0.0145,0.2439
"User: it's tough when I look around and everyone seems to do better than me
Assistant: Do you think that you might benefit from some counselling to help you overcome your self esteem issues? 

User: I've thought about thaat but I'm not in a financial situation to afford that
Assistant: I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional. 
User: that would be great
Assistant: ",I think that you need to accept that your parents' opinion should not colour your whole life ,I am happy to listen to you tell me about your problems and to talk through them with you. ,0.0342,0.1875
"Assistant: I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional. 
User: that would be great
Assistant: I think that you need to accept that your parents' opinion should not colour your whole life 
User: yeah I should start doing that and not let others affect me
User: Thank you very muchh for talking with me 
Assistant: ","Once your self esteem picks up a little I think that you will find that it's very much easier to ignore other people's input.
",I hope that you can find some sort of solution. ,0.052,0.2857
"User: that would be great
Assistant: I think that you need to accept that your parents' opinion should not colour your whole life 
User: yeah I should start doing that and not let others affect me
User: Thank you very muchh for talking with me 
Assistant: Once your self esteem picks up a little I think that you will find that it's very much easier to ignore other people's input.

Assistant: ",You are very welcome! I wish you well in the months to come. ,You're very welcome! ,0.0206,0.2353
"User: finals are this week and i'm freaking out!

User: hello

Assistant: ",That must be so stressful!! Have you started studying?,Hello. How are you feeling about finals?,0.0367,0.125
"User: finals are this week and i'm freaking out!

User: hello

Assistant: That must be so stressful!! Have you started studying?
User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: ","I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight. ",Have you tried to talk to your professors about that?,0.0045,0.0526
"User: hello

Assistant: That must be so stressful!! Have you started studying?
User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight. 
User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: ","You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?",Have you considered hiring a tutor? That could really help you get through this semester,0.0237,0.0588
"User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight. 
User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?
User: not really.  I had Covid last month and my dr told me not to do anything more than walking for 3 months while my lungs and body recover.  So that's hard (4)

Assistant: ","Oh wow, i'm so sorry to hear that! How are you feeling now?",That is understandable. I am glad you have a plan. You will be so proud of yourself once you have completed the 50% of your class!,0.0175,0.1111
"User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?
User: not really.  I had Covid last month and my dr told me not to do anything more than walking for 3 months while my lungs and body recover.  So that's hard (4)

Assistant: Oh wow, i'm so sorry to hear that! How are you feeling now?
User: I'm ok.  But extremely tired.  The dr said the fatigue could take months to go away.  So it's a struggle with work and school. (5)
Assistant: ","Have you tried meditating or mindfulness? When i broke my leg and couldn't exercise, it really helped me relax. ","It must be difficult for you to feel so tired and tired out, how do you feel about your work and school?",0.0208,0.1053
"Assistant: You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?
User: not really.  I had Covid last month and my dr told me not to do anything more than walking for 3 months while my lungs and body recover.  So that's hard (4)

Assistant: Oh wow, i'm so sorry to hear that! How are you feeling now?
User: I'm ok.  But extremely tired.  The dr said the fatigue could take months to go away.  So it's a struggle with work and school. (5)
Assistant: Have you tried meditating or mindfulness? When i broke my leg and couldn't exercise, it really helped me relax. 
Assistant: ",I'm sure! I'm very impressed that you are still wroking and in school despite being sick. You should feel proud of yourself ,"I also found that when i did my breathing exercises, i felt less anxious. ",0.0132,0.0571
"Assistant: Oh wow, i'm so sorry to hear that! How are you feeling now?
User: I'm ok.  But extremely tired.  The dr said the fatigue could take months to go away.  So it's a struggle with work and school. (5)
Assistant: Have you tried meditating or mindfulness? When i broke my leg and couldn't exercise, it really helped me relax. 
Assistant: I'm sure! I'm very impressed that you are still wroking and in school despite being sick. You should feel proud of yourself 
User: I have not.  I pray a lot and that does help.  Honestly it's the only relief I've gotten lately.  I have three more finals and a paper due by Friday.
Assistant: ","Praying is helpful! Mindfulness goes very hand in hand with it, if you look online, there are tons of free midnfulness classes and guides. I think it could really help you especially before a test. ",I am glad you are making efforts to recover. You are a very strong person! ,0.0129,0.1667
"Assistant: Have you tried meditating or mindfulness? When i broke my leg and couldn't exercise, it really helped me relax. 
Assistant: I'm sure! I'm very impressed that you are still wroking and in school despite being sick. You should feel proud of yourself 
User: I have not.  I pray a lot and that does help.  Honestly it's the only relief I've gotten lately.  I have three more finals and a paper due by Friday.
Assistant: Praying is helpful! Mindfulness goes very hand in hand with it, if you look online, there are tons of free midnfulness classes and guides. I think it could really help you especially before a test. 
User: I will look into it.  I had to go back to work before I was ready because I was out for 3 weeks with Covid.  And school is mostly all online so at least I don't have to go in (7)
Assistant: ",That's really hard but i'm happy that you can stay home at least. HAve you been able to sleep and rest?,That's so awesome! I'm glad you are working and studying! I think you will do great! ,0.0299,0.1714
"User: I have not.  I pray a lot and that does help.  Honestly it's the only relief I've gotten lately.  I have three more finals and a paper due by Friday.
Assistant: Praying is helpful! Mindfulness goes very hand in hand with it, if you look online, there are tons of free midnfulness classes and guides. I think it could really help you especially before a test. 
User: I will look into it.  I had to go back to work before I was ready because I was out for 3 weeks with Covid.  And school is mostly all online so at least I don't have to go in (7)
Assistant: That's really hard but i'm happy that you can stay home at least. HAve you been able to sleep and rest?
User: yes my parents are making sure of that!  I'm lucky to have them.  I just need to calm down about this - it is what it is.(8)
Assistant: ",That's great! Family is the best medicine for being sick and stressed. ,That's great! It's good that you have good people around you.,0.1231,0.1818
"User: I will look into it.  I had to go back to work before I was ready because I was out for 3 weeks with Covid.  And school is mostly all online so at least I don't have to go in (7)
Assistant: That's really hard but i'm happy that you can stay home at least. HAve you been able to sleep and rest?
User: yes my parents are making sure of that!  I'm lucky to have them.  I just need to calm down about this - it is what it is.(8)
Assistant: That's great! Family is the best medicine for being sick and stressed. 
User: That is very true!  I would have been so scared had my mom not been here when I had covid.(9)

Assistant: ",Do you get to talk to your parents often? ,I know that you are going to get through this. You are a strong person and you have the support of your parents. You are going to be okay.,0.0248,0.2581
"User: yes my parents are making sure of that!  I'm lucky to have them.  I just need to calm down about this - it is what it is.(8)
Assistant: That's great! Family is the best medicine for being sick and stressed. 
User: That is very true!  I would have been so scared had my mom not been here when I had covid.(9)

Assistant: Do you get to talk to your parents often? 
User: Yes, I still live at home :)  So pretty much every day!  If I can just get through this week I'll be able to rest a lot better I think. (10)
Assistant: ","That's lucky! You;ll be great. Just be positive and study as best as you can. Since you've already been studying, you'll do great!",That's wonderful! I'm so glad you have them to talk to. ,0.0143,0.125
"User: Hi how are you?

Assistant: ",HI! i'm good. how are things going?,"I'm good. How are you doing?
",0.0691,0.3077
"User: Hi how are you?

Assistant: HI! i'm good. how are things going?
User: I've been better. Just stressed really bad. but I think everybody just about is at this point.
Assistant: ",it is a stressful time. what's bothering you the most?,"Yeah, i know. everyone seems to be stressed at this time. i've been stressed too.",0.0218,0.0833
