context,target,generated_response,bleu-2,rouge-l,target_strategy,pred_strategy,strategy_match
"Assistant: But that is rather manipulative of you. 
User: if you were me you would forget about him and the board

Assistant: Yes I definitely would do that. 
User: thing is he is encouraging me to be like that. cuz it helps him too

User: okay. i'll try to lay low and walk away from it

Assistant: ",I think it's time for a clear severance. Do you have any other people you are interested in? Any hobbies?, I am sorry to hear that. ,0.0056,0.0769,[Others],[Others],1
"Assistant: Yes I definitely would do that. 
User: thing is he is encouraging me to be like that. cuz it helps him too

User: okay. i'll try to lay low and walk away from it

Assistant: I think it's time for a clear severance. Do you have any other people you are interested in? Any hobbies? 
User: yes but it's less than before cuz of Covid lockdowns. so it makes me more susceptible to this- if that makes sense

Assistant: ",Ah I hear you. You feel that your options are rather more limited than previously because of the lockdown?, I understand. I am sorry that you are feeling this way. ,0.0252,0.2667,[Affirmation and Reassurance],[Others],0
"User: okay. i'll try to lay low and walk away from it

Assistant: I think it's time for a clear severance. Do you have any other people you are interested in? Any hobbies? 
User: yes but it's less than before cuz of Covid lockdowns. so it makes me more susceptible to this- if that makes sense

Assistant: Ah I hear you. You feel that your options are rather more limited than previously because of the lockdown? 
User: yes

Assistant: ",That is something I believe that most of us are feeling right now so I sympathise., It can be very difficult to get to a new place if you feel that you are not able to travel. ,0.0218,0.1176,[Affirmation and Reassurance],[Others],0
"Assistant: Ah I hear you. You feel that your options are rather more limited than previously because of the lockdown? 
User: yes

Assistant: That is something I believe that most of us are feeling right now so I sympathise. 
User: true. i just have to be strong about it with him. even if he likes me i don't think it's a healthy relationship

User: i slept with one of his friends and the other one wanted to sleep with me too

Assistant: ",I can tell that you really have deep reservations and know deep down that this is not a healthy place for you to be, I am sorry to hear that. ,0.0041,0.1429,[Reflection of feelings],[Others],0
"User: yes

Assistant: That is something I believe that most of us are feeling right now so I sympathise. 
User: true. i just have to be strong about it with him. even if he likes me i don't think it's a healthy relationship

User: i slept with one of his friends and the other one wanted to sleep with me too

Assistant: I can tell that you really have deep reservations and know deep down that this is not a healthy place for you to be 
Assistant: ",Is he aware that this happened?, It sounds to me as if you really know your mind and your feelings and you are prepared to stand up for what is right for you. ,0,0.0,[Question],[Affirmation and Reassurance],0
"Assistant: I can tell that you really have deep reservations and know deep down that this is not a healthy place for you to be 
Assistant: Is he aware that this happened? 
User: yes when it comes down to it

User: he suspected it happened

User: his friend asked the one i slept with if it was true. he denied it. so i think he suspected it

Assistant: ",Do you feel guilty about this?, I am sorry that you are feeling like this.  I have been in similar situations.  It is really difficult to see someone you love do this to you.,0.0115,0.069,[Question],[Self-disclosure],0
"User: he suspected it happened

User: his friend asked the one i slept with if it was true. he denied it. so i think he suspected it

Assistant: Do you feel guilty about this? 
User: now that im talking to him i do a little. it felt good at the time like i was getting back at him

User: you can tell this is a very twisted situation

Assistant: ",Do you feel that you want to get revenge on him?, How long have you been together? ,0.0251,0.125,[Question],[Question],1
"Assistant: Do you feel guilty about this? 
User: now that im talking to him i do a little. it felt good at the time like i was getting back at him

User: you can tell this is a very twisted situation

Assistant: Do you feel that you want to get revenge on him? 
User: not really. i just felt that if he stayed with me i wouldn't have slept with his friend and almost did with his other one

Assistant: ",I am not sure what to say that will help your problem and give you closure., Ah I see. So you feel that you are being taken advantage of? ,0.0348,0.2143,[Others],[Question],0
"User: you can tell this is a very twisted situation

Assistant: Do you feel that you want to get revenge on him? 
User: not really. i just felt that if he stayed with me i wouldn't have slept with his friend and almost did with his other one

Assistant: I am not sure what to say that will help your problem and give you closure.
User: thank ya for listening. i think it'll clarify itself in time

Assistant: ",I hope so and I really do hope for the best for you. These are difficult times for all of us!, I am glad to hear that.,0.0047,0.087,[Affirmation and Reassurance],[Others],0
"User: Hello
Assistant: ",Hello how are you feeling today?," Hello. How are you feeling?
",0.2589,0.5455,[Question],[Question],1
"User: Hello
Assistant: Hello how are you feeling today?
User: Well. Not so good i just broke up with my girlfriend and she is packing her stuff to leave
User: How are you doing?
Assistant: ",I am very sorry to hear that. Breakups can be rough. I'm great! Thanks for asking. Was this a mutual agreement?, I am sorry to hear that.  Have you talked to her about the breakup?,0.2203,0.3529,[Question],[Question],1
"User: How are you doing?
Assistant: I am very sorry to hear that. Breakups can be rough. I'm great! Thanks for asking. Was this a mutual agreement?
User: Well technically it was a mutual agreement but i feel like I dont want this to happen
User: So what are you up to?
User: Hello? Are you there?
Assistant: ",Was there a reasoning behind your decision? Sometimes we let our anger and emotions make our decisions for us.," I'm here. I was a student at the time. I have a small pet, a cat.",0.0169,0.0645,[Restatement or Paraphrasing],[Self-disclosure],0
"User: So what are you up to?
User: Hello? Are you there?
Assistant: Was there a reasoning behind your decision? Sometimes we let our anger and emotions make our decisions for us.
User: Well. Basically all started for jealousy and she saw a couple of text messages of my best friend and she misunderstood the conversation and since then its not the same. 
User: She doesnt trust me 
Assistant: ",I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with., It sounds like you are having a hard time with trust. ,0.0001,0.1039,[Affirmation and Reassurance],[Restatement or Paraphrasing],0
"User: She doesnt trust me 
Assistant: I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with. 
User: I tried in many way to help her with that and proving her that my feelings toward her was pure. I basically stop talking to my best friend to gain her confidence. But it did not work
User: So it got to the point that nothing was the same
User: So she decided to move away and gave us some spaces and think this out
Assistant: ",How long have you two been together? Sometimes moving on from a relationship and staying single from some time can give you time to reflect and work on yourself for yourself. You never know the two of you might come back together stronger than before cause space might be all that your relationship needs at this moment., I see you understand that there is some sort of conflict in your friendship. I see that you are trying to get her confidence and prove to her that you are in love with her. I would say to just give her some time to think about her feelings and maybe even do some things that would help her feel better about herself. ,0.0784,0.1818,[Providing Suggestions],[Providing Suggestions],1
"Assistant: I see trust is a very important key factor in relationships and without it the relationship stays stagnant. Have you tried reassuring her that your intentions are pure and maybe gave her some words of affirmation that would let her know how you truly feel about her? Just because you guys are best friends all she sees in her head is that you're talking to another female. Maybe she also has her wall up and some insecurities that you can help her with. 
User: I tried in many way to help her with that and proving her that my feelings toward her was pure. I basically stop talking to my best friend to gain her confidence. But it did not work
User: So it got to the point that nothing was the same
User: So she decided to move away and gave us some spaces and think this out
Assistant: How long have you two been together? Sometimes moving on from a relationship and staying single from some time can give you time to reflect and work on yourself for yourself. You never know the two of you might come back together stronger than before cause space might be all that your relationship needs at this moment.
Assistant: ",I know this might be so tough for you but l want you to know that you are never alone and you can do this. Maybe read a new book or pick up a new hobby for the time being., I'm sure you can work through this with your friend and it will be a blessing that you both were able to express your feelings to each other. ,0.1005,0.1724,[Affirmation and Reassurance],[Affirmation and Reassurance],1
"Assistant: I know this might be so tough for you but l want you to know that you are never alone and you can do this. Maybe read a new book or pick up a new hobby for the time being.
User: We were together for two years
User: Im trying my best to go through this
User: I hope so. Thanks for all those words
User: It really helps
Assistant: ",You're doing the right thing by talking to someone about it. We are not meant to be alone in our thoughts because it can be a scary thing. Bottling up emotions is also never good so for you to reach out is very good and the first step to maybe feeling a little better. I've been in your same shoes and trust me it doesn't feel good so just know I am here for you and you can talk to me in confidence., I know it can be really tough at times but you will get through this. I know you can do it.,0.0132,0.1316,[Self-disclosure],[Reflection of feelings],0
"User: I hope so. Thanks for all those words
User: It really helps
Assistant: You're doing the right thing by talking to someone about it. We are not meant to be alone in our thoughts because it can be a scary thing. Bottling up emotions is also never good so for you to reach out is very good and the first step to maybe feeling a little better. I've been in your same shoes and trust me it doesn't feel good so just know I am here for you and you can talk to me in confidence.
User: Well thank so much. You really help me a lot with every single word
User: Well i have to go. Ill talk to you later
Assistant: ",Absolutely! You have an amazing day and keep you head up!, You are welcome! I hope you have a good rest of your day and I hope you find a little peace in your heart and mind. ,0.0877,0.3125,[Affirmation and Reassurance],[Others],0
Assistant: ,"Hello, how are you?", Hello.,0,0.0,[Question],[Others],0
"Assistant: Hello, how are you?

User: I am ok. How do you do
User: Can you help out 
Assistant: ","Great, I am happy to lend a listening ear.", I'm fine. How can I help you?,0.0367,0.125,[Affirmation and Reassurance],[Question],0
"Assistant: Hello, how are you?

User: I am ok. How do you do
User: Can you help out 
Assistant: Great, I am happy to lend a listening ear.
User: Thank you for your concern. 
Assistant: ","Of course, what is bothering you today?", You are very welcome. I hope you are feeling better.,0.0333,0.125,[Question],[Affirmation and Reassurance],0
"User: Can you help out 
Assistant: Great, I am happy to lend a listening ear.
User: Thank you for your concern. 
Assistant: Of course, what is bothering you today?
User: I am worry about my job. Because of pandemic
Assistant: ",Are you worried of losing your job due to COVID-19?, It seems like the pandemic has affected many of us. ,0.0333,0.0952,[Restatement or Paraphrasing],[Reflection of feelings],0
"User: Thank you for your concern. 
Assistant: Of course, what is bothering you today?
User: I am worry about my job. Because of pandemic
Assistant: Are you worried of losing your job due to COVID-19?
User: yes. absolutely
Assistant: ",I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better., I understand your worry. I also have same concern. ,0.0545,0.25,[Reflection of feelings],[Affirmation and Reassurance],0
"User: I am worry about my job. Because of pandemic
Assistant: Are you worried of losing your job due to COVID-19?
User: yes. absolutely
Assistant: I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better.
User: Ya. I am feeling the same.
Assistant: ",Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income., Have you thought about looking for a new job? ,0.0147,0.2105,[Providing Suggestions],[Providing Suggestions],1
"User: yes. absolutely
Assistant: I understand your concern about losing your job during these times. So many people are worried and it doesn't seem to be getting better.
User: Ya. I am feeling the same.
Assistant: Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income.
User: Not yet speak. I will try my best to solve this problem
Assistant: ",It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job., Have you spoken to your family about how you are feeling? It might help to have someone to vent to and express how you are feeling.,0.0223,0.1538,[Providing Suggestions],[Providing Suggestions],1
"User: Ya. I am feeling the same.
Assistant: Have you tried speaking to your employer about how you can secure your job? Many people have been trying to see if they can get unemployment just in case they do lose their income.
User: Not yet speak. I will try my best to solve this problem
Assistant: It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job.
User: Ok thank you so much for your best time which is spend with me.
Assistant: ",Is there anything else you would like to share with me?, I hope you feel better soon and that you can get through this pandemic. I will be here if you need anything else.,0.0199,0.1935,[Question],[Others],0
"User: Not yet speak. I will try my best to solve this problem
Assistant: It is always good to know all your options during the pandemic. I hope you feel better assured knowing that you can try and qualify for unemployment benefits just in case you do lose your job.
User: Ok thank you so much for your best time which is spend with me.
Assistant: Is there anything else you would like to share with me?
User: No. thanks
Assistant: ",Please end the conversation if there is nothing left for me to help you with :), You are welcome. I hope you have a good rest of your week.,0.0201,0.069,[Others],[Others],1
"User: Ok thank you so much for your best time which is spend with me.
Assistant: Is there anything else you would like to share with me?
User: No. thanks
Assistant: Please end the conversation if there is nothing left for me to help you with :)
User: Ok.
Assistant: ",Happy to work with you :), Bye,0,0.0,[Others],[Others],1
Assistant: ,Good evening.," Hello
",0,0.0,[Others],[Others],1
"Assistant: Good evening.

User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: ","No problem, what seems to be causing your depression tonight?"," I am good, I am here to help.",0.0329,0.125,[Question],[Others],0
"Assistant: Good evening.

User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: No problem, what seems to be causing your depression tonight?
User: i breakup with my childhood lover
Assistant: ",So if I understand correctly you just recently went through a breakup with a longtime partner?," Oh, I am so sorry to hear that. How long were you two together?",0.0287,0.1379,[Restatement or Paraphrasing],[Question],0
"User: good evening .How are you .Thanks for sending message to support me from depression 
Assistant: No problem, what seems to be causing your depression tonight?
User: i breakup with my childhood lover
Assistant: So if I understand correctly you just recently went through a breakup with a longtime partner?

User: yes. we are more than lovers .we grown up each other since 11 years .
Assistant: ",From our short chat so far I can tell you are really heartbroken about this break up., That's a very long time to grow up with each other. That is a significant bond and I know you'll have a hard time with this break up. ,0.1029,0.1951,[Reflection of feelings],[Affirmation and Reassurance],0
"User: i breakup with my childhood lover
Assistant: So if I understand correctly you just recently went through a breakup with a longtime partner?

User: yes. we are more than lovers .we grown up each other since 11 years .
Assistant: From our short chat so far I can tell you are really heartbroken about this break up.

User: thats hurting me lot .why he loves another girl with lot of money
Assistant: ","I know how hard this is, but I also know you can get through it!", Has this breakup been sudden or has he been in a relationship with another woman for a long time?,0.0171,0.0667,[Affirmation and Reassurance],[Question],0
"Assistant: From our short chat so far I can tell you are really heartbroken about this break up.

User: thats hurting me lot .why he loves another girl with lot of money
Assistant: I know how hard this is, but I also know you can get through it!

User: yes. i working in good company and earning nice pay , but still he cheated me .
User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: ","I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts.", I think you should try to spend some time alone. This way you can get a chance to get to know yourself better.,0.0153,0.0851,[Self-disclosure],[Providing Suggestions],0
"User: thats hurting me lot .why he loves another girl with lot of money
Assistant: I know how hard this is, but I also know you can get through it!

User: yes. i working in good company and earning nice pay , but still he cheated me .
User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts. 
 
Assistant: ","Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this,", The best thing you can do is be honest with yourself and your partner about what you want and what you deserve.,0.0173,0.0976,[Providing Suggestions],[Providing Suggestions],1
"User: but how can i overcome this ? my heart is not yet all agree for this
Assistant: I recently went through the same kind of break up where my fiancé cheated on me and got pregnant with another man, so I know how much this hurts. 
 
Assistant: Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this, 

User: is it ? how did u overcome from this
User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: ",So what you are saying is that the only reason he left you was because you were not financially stable enough for him.," Sometimes it helps to just let it go and let it go, but I also know that you have to be honest with yourself and your feelings. If you don't know what you want, it's hard to get a better result. 
",0.0552,0.0741,[Restatement or Paraphrasing],[Providing Suggestions],0
"Assistant: Have you been able to talk to him about why he decided to leave you? Sometimes it helps to get closure on a situation like this, 

User: is it ? how did u overcome from this
User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: So what you are saying is that the only reason he left you was because you were not financially stable enough for him.

User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: ",You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!," That can be hard, but what you can do is to take the opportunity to get a job that pays more than you were making before. It may be hard, but it is a way to get some money to pay him back.
",0.0666,0.2,[Affirmation and Reassurance],[Providing Suggestions],0
"User: yes i spoken , he saying he need more money  which i have not much .only money he left me
Assistant: So what you are saying is that the only reason he left you was because you were not financially stable enough for him.

User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: ",Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.," It sounds like he was a good person, but you had a lot of responsibility to him. You must be feeling lonely and sad.",0.0201,0.1304,[Providing Suggestions],[Reflection of feelings],0
"User: yes. what ever i earning every month i sent to him .he sold my house too and enjoyed that money as well
Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: ",That sounds like really great advice from your mother!, That's good to hear that you have someone close to you to talk to. I think that is important. Do you think you would be able to reach out to a close friend or family member for support?,0,0.0,[Others],[Providing Suggestions],0
"Assistant: You seem like a really great person for doing all of that for him and you definitely deserve someone who is in it for much more than just money!

User: but i am not in mood to trust anybody because i loved him since 15 years
Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: That sounds like really great advice from your mother!

Assistant: ",I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things., Have you been able to do any other things to help yourself get through this difficult time?,0.0226,0.1026,[Providing Suggestions],[Providing Suggestions],1
"Assistant: Have you been able to talk to any of your close friends or family about the situation? Sometimes it helps to talk to someone close to you about things like this.

User: i told to my mom , she said we already knew that he is a money minded .So take lite and move forthuer
Assistant: That sounds like really great advice from your mother!

Assistant: I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things. 

User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: ",It is great to have supportive parents!, What kinds of hobbies do you like to do?,0.0373,0.125,[Others],[Question],0
"Assistant: That sounds like really great advice from your mother!

Assistant: I also found it helped me a lot when going through my situation to get really involved in my hobbies to take my mind off things. 

User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: It is great to have supportive parents!

User: yes will start my reading habit  may it willbe helped me lot
Assistant: ",Good idea," It sounds like you have a lot of great advice and you will be able to use it!
",0,0.0,[Others],[Providing Suggestions],0
"User: yea , my parents always supported me .I would have listened their voices earlier
Assistant: It is great to have supportive parents!

User: yes will start my reading habit  may it willbe helped me lot
Assistant: Good idea

User: thank you for ur time and support
Assistant: ",You're very welcome! Have a nice night!, You are welcome. I hope you have a great day!,0.0333,0.1176,[Others],[Others],1
"User: hello
Assistant: ",hi there! how are you doing?," Hi there, how are you feeling?",0.4472,0.5,[Question],[Question],1
"User: hello
Assistant: hi there! how are you doing? 
User: I feel ashamed thinking of my future career
Assistant: ",Can you tell me a little about what you feel ashamed about?, I understand that you are not happy with your future career? ,0.0275,0.0909,[Question],[Restatement or Paraphrasing],0
"User: hello
Assistant: hi there! how are you doing? 
User: I feel ashamed thinking of my future career
Assistant: Can you tell me a little about what you feel ashamed about? 
User: whenever we have family gathering, my aunts and uncles would brag about how much their children make. I have higher degree but will only make half of their salary so I feel bad
Assistant: ","So, you feel that your family is judging you for your earning potential?", It sounds like you feel ashamed because you feel that your career doesn't pay as much as your family members.  Is that correct?,0.2352,0.2759,[Affirmation and Reassurance],[Restatement or Paraphrasing],0
"User: I feel ashamed thinking of my future career
Assistant: Can you tell me a little about what you feel ashamed about? 
User: whenever we have family gathering, my aunts and uncles would brag about how much their children make. I have higher degree but will only make half of their salary so I feel bad
Assistant: So, you feel that your family is judging you for your earning potential? 
User: yes, my parents won't say it to me but they never show they're proud either
Assistant: ",I am very sorry for that. They should be proud that you have such a good degree!," I can relate to that. I am not sure about my parents, but I do feel that my family thinks highly of me. ",0.0889,0.1667,[Others],[Self-disclosure],0
"Assistant: So, you feel that your family is judging you for your earning potential? 
User: yes, my parents won't say it to me but they never show they're proud either
Assistant: I am very sorry for that. They should be proud that you have such a good degree! 
User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: ",I think you are coming at this from the wrong perspective. Life is not all about money you know!," If you feel that they are not proud of you, perhaps you could tell them that you are proud of yourself? ",0.0976,0.1818,[Others],[Providing Suggestions],0
"Assistant: I am very sorry for that. They should be proud that you have such a good degree! 
User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: ",Do you think that you enjoy your current field even though it is not as well paid as it could be?, Do you think that you could perhaps take up a job while you study? ,0.2203,0.3333,[Question],[Question],1
"User: What's good if it doesn't translate to my earnings. 
User: I wonder if I should start over with some better degree, but it's expensive
Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: ",Do you think that you enjoy your current field even though it is not as well paid as it could be?, Have you ever considered taking some time off to go travelling? ,0.0121,0.069,[Question],[Providing Suggestions],0
"Assistant: I think you are coming at this from the wrong perspective. Life is not all about money you know! 

User: I want to think otherwise but it's difficult, especially when capitalism is everything nowadays
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 

User: I enjoy it, I did some internship and it was nice
Assistant: ",I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well.," I am sorry that I am not being more helpful, I really do want to help you. ",0.0407,0.2553,[Others],[Others],1
"Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 
Assistant: Do you think that you enjoy your current field even though it is not as well paid as it could be? 

User: I enjoy it, I did some internship and it was nice
Assistant: I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well. 
User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: ",Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems, I think that you should try to think of yourself as a student in the same way that you are currently working. Do you think that is a good idea? ,0.0263,0.1778,[Question],[Question],1
"User: I enjoy it, I did some internship and it was nice
Assistant: I think that you should focus on how much you enjoy it. After all you will be working for the next few decades so you do not want to do something that you hate just because it pays well. 
User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems 

User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: ","Well, if you are not close to them does their opinion really count for so much?"," I am not sure if you are being fair to them. It does not seem fair to you to say that you want to avoid talking to them about your problems. They have been there for you and you should be grateful. 
",0.1181,0.2917,[Question],[Providing Suggestions],0
"User: Is there anyway for me to change my way of thinking? I keep worrying about all the expense that I'll have to spend and what if I can't afford because of how much I earn
Assistant: Is it possible for you to talk to your parents about this? It seems to me that they  are at the root of your problems 

User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: Well, if you are not close to them does their opinion really count for so much? 

User: it still affects me nonetheless
Assistant: ",I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them," I think that it is a good thing that you can't talk to them. It seems to me that you are working really hard and that is a big problem in itself 
",0.0898,0.25,[Self-disclosure],[Affirmation and Reassurance],0
"User: I don't really want to talk to them, I'm not very close to them and rarely tell them my problems
Assistant: Well, if you are not close to them does their opinion really count for so much? 

User: it still affects me nonetheless
Assistant: I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them 
User: thank you for understanding
Assistant: ",You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now., Do you have any family close by that you could talk to?,0.0383,0.1212,[Affirmation and Reassurance],[Question],0
"User: it still affects me nonetheless
Assistant: I do understand how hard it can be to shake off your family's preconceptions and expectations even though you are not close to them 
User: thank you for understanding
Assistant: You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now. 
User: it's tough when I look around and everyone seems to do better than me
Assistant: ",Do you think that you might benefit from some counselling to help you overcome your self esteem issues?, I understand that you feel that way. I think it is important to remember that you are doing the best you can for yourself and your children.,0.0999,0.2105,[Providing Suggestions],[Affirmation and Reassurance],0
"User: thank you for understanding
Assistant: You are very welcome. Please know that this is a very common problem and a lot of people feel the way that you are feeling now. 
User: it's tough when I look around and everyone seems to do better than me
Assistant: Do you think that you might benefit from some counselling to help you overcome your self esteem issues? 

User: I've thought about thaat but I'm not in a financial situation to afford that
Assistant: ",I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional., There are a lot of charities that can provide counselling at no cost. ,0.0455,0.2,[Information],[Information],1
"User: it's tough when I look around and everyone seems to do better than me
Assistant: Do you think that you might benefit from some counselling to help you overcome your self esteem issues? 

User: I've thought about thaat but I'm not in a financial situation to afford that
Assistant: I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional. 
User: that would be great
Assistant: ",I think that you need to accept that your parents' opinion should not colour your whole life, I hope that I have been able to be of some help to you. I really wish you all the best for the future and I hope that you feel a little better now. ,0.0668,0.1951,[Others],[Others],1
"Assistant: I can provide you with a list of places that will offer a few counselling sessions for free. I think you need to be able to talk this out with a professional. 
User: that would be great
Assistant: I think that you need to accept that your parents' opinion should not colour your whole life 
User: yeah I should start doing that and not let others affect me
User: Thank you very muchh for talking with me 
Assistant: ",Once your self esteem picks up a little I think that you will find that it's very much easier to ignore other people's input., I hope that you feel a little better. I hope you can talk to them again sometime soon. ,0.1419,0.2051,[Others],[Others],1
"User: that would be great
Assistant: I think that you need to accept that your parents' opinion should not colour your whole life 
User: yeah I should start doing that and not let others affect me
User: Thank you very muchh for talking with me 
Assistant: Once your self esteem picks up a little I think that you will find that it's very much easier to ignore other people's input.

Assistant: ",You are very welcome! I wish you well in the months to come., You're welcome. I hope that things get better for you. ,0.0247,0.1667,[Others],[Others],1
"User: finals are this week and i'm freaking out!

User: hello

Assistant: ",That must be so stressful!! Have you started studying?," Hello, how are you feeling about finals?",0.0367,0.125,[Question],[Question],1
"User: finals are this week and i'm freaking out!

User: hello

Assistant: That must be so stressful!! Have you started studying?
User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: ","I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight.", Is there a way to get extra help with the professor?,0.0054,0.0513,[Self-disclosure],[Question],0
"User: hello

Assistant: That must be so stressful!! Have you started studying?
User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight. 
User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: ","You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?", You are not alone in this. Many of my classmates had the same issues. Just because you have a job does not mean you have to take it very seriously. ,0.0897,0.1667,[Question],[Others],0
"User: Yes, I've been studying for weeks now.  But some of my professors give the oddest quizzes that seem to not match anything we've worked on! (2)

Assistant: I remember when i was in school, finals were always so stressful. I used to make sure that i took breaks, it really helped me keep my head on straight. 
User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?
User: not really.  I had Covid last month and my dr told me not to do anything more than walking for 3 months while my lungs and body recover.  So that's hard (4)

Assistant: ","Oh wow, i'm so sorry to hear that! How are you feeling now?"," That's hard to do, but it's important to take care of yourself. ",0.0253,0.08,[Question],[Affirmation and Reassurance],0
"User: yeah, I can do that at times.  But I also work part-time while I'm in school.  I guess I should have planned ahead and taken this week off. (3)
Assistant: You can even find time to relax without taking a lot of time off, do you have any exercise you like doing?
User: not really.  I had Covid last month and my dr told me not to do anything more than walking for 3 months while my lungs and body recover.  So that's hard (4)

Assistant: Oh wow, i'm so sorry to hear that! How are you feeling now?
User: I'm ok.  But extremely tired.  The dr said the fatigue could take months to go away.  So it's a struggle with work and school. (5)
Assistant: ","Have you tried meditating or mindfulness? When i broke my leg and couldn't exercise, it really helped me relax.", Is there anything you'd like to talk about?,0,0.0,[Providing Suggestions],[Question],0
